~id,~from,~to,~label
102_acream,a_102,a_cream,hasArtist
102_grock,a_102,g_rock,hasGenre
102_gblues,a_102,g_blues,hasGenre
102_sblues_rock,a_102,s_blues_rock,hasSubgenre
102_selectric_blues,a_102,s_electric_blues,hasSubgenre
103_1959,a_103,y_1959,hasYear
103_ajohn_coltrane,a_103,a_john_coltrane,hasArtist
103_gjazz,a_103,g_jazz,hasGenre
103_shard_bop,a_103,s_hard_bop,hasSubgenre
104_1970,a_104,y_1970,hasYear
104_ajames_taylor,a_104,a_james_taylor,hasArtist
104_grock,a_104,g_rock,hasGenre
104_sfolk_rock,a_104,s_folk_rock,hasSubgenre
104_sacoustic,a_104,s_acoustic,hasSubgenre
104_ssoft_rock,a_104,s_soft_rock,hasSubgenre
105_1962,a_105,y_1962,hasYear
105_aray_charles,a_105,a_ray_charles,hasArtist
105_gfunk___soul,a_105,g_funk___soul,hasGenre
105_gfolk,a_105,g_folk,hasGenre
105_gworld,a_105,g_world,hasGenre
105_g__country,a_105,g___country,hasGenre
105_scountry,a_105,s_country,hasSubgenre
105_srhythm___blues,a_105,s_rhythm___blues,hasSubgenre
106_1977,a_106,y_1977,hasYear
106_aramones,a_106,a_ramones,hasArtist
106_grock,a_106,g_rock,hasGenre
106_srock___roll,a_106,s_rock___roll,hasSubgenre
106_spunk,a_106,s_punk,hasSubgenre
107_2003,a_107,y_2003,hasYear
107_asam_cooke,a_107,a_sam_cooke,hasArtist
107_glatin,a_107,g_latin,hasGenre
107_gfunk___soul,a_107,g_funk___soul,hasGenre
107_ssoul,a_107,s_soul,hasSubgenre
107_srhythm___blues,a_107,s_rhythm___blues,hasSubgenre
107_sgospel,a_107,s_gospel,hasSubgenre
107_scha_cha,a_107,s_cha_cha,hasSubgenre
108_1971,a_108,y_1971,hasYear
108_adavid_bowie,a_108,a_david_bowie,hasArtist
108_grock,a_108,g_rock,hasGenre
108_sclassic_rock,a_108,s_classic_rock,hasSubgenre
108_sglam,a_108,s_glam,hasSubgenre
109_1966,a_109,y_1966,hasYear
109_athe_rolling_stones,a_109,a_the_rolling_stones,hasArtist
109_grock,a_109,g_rock,hasGenre
109_sblues_rock,a_109,s_blues_rock,hasSubgenre
109_spop_rock,a_109,s_pop_rock,hasSubgenre
110_1970,a_110,y_1970,hasYear
110_athe_velvet_underground,a_110,a_the_velvet_underground,hasArtist
110_grock,a_110,g_rock,hasGenre
110_sart_rock,a_110,s_art_rock,hasSubgenre
110_sclassic_rock,a_110,s_classic_rock,hasSubgenre
111_1995,a_111,y_1995,hasYear
111_aradiohead,a_111,a_radiohead,hasArtist
111_grock,a_111,g_rock,hasGenre
111_salternative_rock,a_111,s_alternative_rock,hasSubgenre
112_1966,a_112,y_1966,hasYear
112_athe_mamas_and_the_papas,a_112,a_the_mamas_and_the_papas,hasArtist
112_grock,a_112,g_rock,hasGenre
112_sfolk_rock,a_112,s_folk_rock,hasSubgenre
112_spop_rock,a_112,s_pop_rock,hasSubgenre
113_1974,a_113,y_1974,hasYear
113_ajoni_mitchell,a_113,a_joni_mitchell,hasArtist
113_grock,a_113,g_rock,hasGenre
113_ssoft_rock,a_113,s_soft_rock,hasSubgenre
113_spop_rock,a_113,s_pop_rock,hasSubgenre
114_1967,a_114,y_1967,hasYear
114_acream,a_114,a_cream,hasArtist
114_grock,a_114,g_rock,hasGenre
114_spsychedelic_rock,a_114,s_psychedelic_rock,hasSubgenre
114_sblues_rock,a_114,s_blues_rock,hasSubgenre
115_1967,a_115,y_1967,hasYear
115_athe_who,a_115,a_the_who,hasArtist
115_grock,a_115,g_rock,hasGenre
115_spsychedelic_rock,a_115,s_psychedelic_rock,hasSubgenre
115_smod,a_115,s_mod,hasSubgenre
116_1965,a_116,y_1965,hasYear
116_athe_rolling_stones,a_116,a_the_rolling_stones,hasArtist
116_grock,a_116,g_rock,hasGenre
116_sblues_rock,a_116,s_blues_rock,hasSubgenre
116_srock___roll,a_116,s_rock___roll,hasSubgenre
117_1970,a_117,y_1970,hasYear
117_aderek_and_the_dominos,a_117,a_derek_and_the_dominos,hasArtist
117_grock,a_117,g_rock,hasGenre
117_sblues_rock,a_117,s_blues_rock,hasSubgenre
118_2005,a_118,y_2005,hasYear
118_akanye_west,a_118,a_kanye_west,hasArtist
118_ghip_hop,a_118,g_hip_hop,hasGenre
118_snone,a_118,s_none,hasSubgenre
119_1960,a_119,y_1960,hasYear
119_aetta_james,a_119,a_etta_james,hasArtist
119_gfunk___soul,a_119,g_funk___soul,hasGenre
119_gblues,a_119,g_blues,hasGenre
119_srhythm___blues,a_119,s_rhythm___blues,hasSubgenre
119_ssoul,a_119,s_soul,hasSubgenre
120_1968,a_120,y_1968,hasYear
120_athe_byrds,a_120,a_the_byrds,hasArtist
120_grock,a_120,g_rock,hasGenre
120_sfolk_rock,a_120,s_folk_rock,hasSubgenre
120_scountry_rock,a_120,s_country_rock,hasSubgenre
121_1969,a_121,y_1969,hasYear
121_asly___the_family_stone,a_121,a_sly___the_family_stone,hasArtist
121_gfunk___soul,a_121,g_funk___soul,hasGenre
121_sfunk,a_121,s_funk,hasSubgenre
121_spsychedelic,a_121,s_psychedelic,hasSubgenre
121_sdisco,a_121,s_disco,hasSubgenre
122_1972,a_122,y_1972,hasYear
122_avarious_artists,a_122,a_various_artists,hasArtist
122_greggae,a_122,g_reggae,hasGenre
122_gpop,a_122,g_pop,hasGenre
122_gfolk,a_122,g_folk,hasGenre
122_gworld,a_122,g_world,hasGenre
122_g__country,a_122,g___country,hasGenre
122_gstage___screen,a_122,g_stage___screen,hasGenre
122_sreggae,a_122,s_reggae,hasSubgenre
122_sroots_reggae,a_122,s_roots_reggae,hasSubgenre
122_srocksteady,a_122,s_rocksteady,hasSubgenre
122_scontemporary,a_122,s_contemporary,hasSubgenre
122_ssoundtrack,a_122,s_soundtrack,hasSubgenre
123_1986,a_123,y_1986,hasYear
123_arun_d_m_c_,a_123,a_run_d_m_c_,hasArtist
123_ghip_hop,a_123,g_hip_hop,hasGenre
123_snone,a_123,s_none,hasSubgenre
124_1967,a_124,y_1967,hasYear
124_amoby_grape,a_124,a_moby_grape,hasArtist
124_grock,a_124,g_rock,hasGenre
124_sfolk_rock,a_124,s_folk_rock,hasSubgenre
124_spsychedelic_rock,a_124,s_psychedelic_rock,hasSubgenre
125_1971,a_125,y_1971,hasYear
125_ajanis_joplin,a_125,a_janis_joplin,hasArtist
125_grock,a_125,g_rock,hasGenre
125_gblues,a_125,g_blues,hasGenre
125_sblues_rock,a_125,s_blues_rock,hasSubgenre
126_1973,a_126,y_1973,hasYear
126_athe_wailers,a_126,a_the_wailers,hasArtist
126_greggae,a_126,g_reggae,hasGenre
126_sroots_reggae,a_126,s_roots_reggae,hasSubgenre
127_1967,a_127,y_1967,hasYear
127_athe_byrds,a_127,a_the_byrds,hasArtist
127_grock,a_127,g_rock,hasGenre
127_sfolk_rock,a_127,s_folk_rock,hasSubgenre
127_spsychedelic_rock,a_127,s_psychedelic_rock,hasSubgenre
128_1973,a_128,y_1973,hasYear
128_aiggy_and_the_stooges,a_128,a_iggy_and_the_stooges,hasArtist
128_grock,a_128,g_rock,hasGenre
128_sgarage_rock,a_128,s_garage_rock,hasSubgenre
128_shard_rock,a_128,s_hard_rock,hasSubgenre
128_spunk,a_128,s_punk,hasSubgenre
129_1980,a_129,y_1980,hasYear
129_atalking_heads,a_129,a_talking_heads,hasArtist
129_gelectronic,a_129,g_electronic,hasGenre
129_grock,a_129,g_rock,hasGenre
129_snew_wave,a_129,s_new_wave,hasSubgenre
129_sart_rock,a_129,s_art_rock,hasSubgenre
129_sfunk,a_129,s_funk,hasSubgenre
130_1977,a_130,y_1977,hasYear
130_atelevision,a_130,a_television,hasArtist
130_grock,a_130,g_rock,hasGenre
130_snew_wave,a_130,s_new_wave,hasSubgenre
130_spunk,a_130,s_punk,hasSubgenre
131_1970,a_131,y_1970,hasYear
131_ablack_sabbath,a_131,a_black_sabbath,hasArtist
131_grock,a_131,g_rock,hasGenre
131_shard_rock,a_131,s_hard_rock,hasSubgenre
131_sheavy_metal,a_131,s_heavy_metal,hasSubgenre
132_1977,a_132,y_1977,hasYear
132_avarious_artists,a_132,a_various_artists,hasArtist
132_gelectronic,a_132,g_electronic,hasGenre
132_gstage___screen,a_132,g_stage___screen,hasGenre
132_ssoundtrack,a_132,s_soundtrack,hasSubgenre
132_sdisco,a_132,s_disco,hasSubgenre
133_1973,a_133,y_1973,hasYear
133_abruce_springsteen,a_133,a_bruce_springsteen,hasArtist
133_grock,a_133,g_rock,hasGenre
133_snone,a_133,s_none,hasSubgenre
134_1994,a_134,y_1994,hasYear
134_athe_notorious_b_i_g_,a_134,a_the_notorious_b_i_g_,hasArtist
134_ghip_hop,a_134,g_hip_hop,hasGenre
134_sthug_rap,a_134,s_thug_rap,hasSubgenre
135_1992,a_135,y_1992,hasYear
135_apavement,a_135,a_pavement,hasArtist
135_grock,a_135,g_rock,hasGenre
135_salternative_rock,a_135,s_alternative_rock,hasSubgenre
136_1974,a_136,y_1974,hasYear
136_aelton_john,a_136,a_elton_john,hasArtist
136_grock,a_136,g_rock,hasGenre
136_sclassic_rock,a_136,s_classic_rock,hasSubgenre
137_1985,a_137,y_1985,hasYear
137_athe_replacements,a_137,a_the_replacements,hasArtist
137_grock,a_137,g_rock,hasGenre
137_sindie_rock,a_137,s_indie_rock,hasSubgenre
138_1992,a_138,y_1992,hasYear
138_adr__dre,a_138,a_dr__dre,hasArtist
138_ghip_hop,a_138,g_hip_hop,hasGenre
138_sgangsta,a_138,s_gangsta,hasSubgenre
139_1974,a_139,y_1974,hasYear
139_athe_meters,a_139,a_the_meters,hasArtist
139_gfunk___soul,a_139,g_funk___soul,hasGenre
139_sbayou_funk,a_139,s_bayou_funk,hasSubgenre
139_ssoul,a_139,s_soul,hasSubgenre
140_1978,a_140,y_1978,hasYear
140_ablondie,a_140,a_blondie,hasArtist
140_gelectronic,a_140,g_electronic,hasGenre
140_grock,a_140,g_rock,hasGenre
140_snew_wave,a_140,s_new_wave,hasSubgenre
140_spop_rock,a_140,s_pop_rock,hasSubgenre
140_spunk,a_140,s_punk,hasSubgenre
140_sdisco,a_140,s_disco,hasSubgenre
141_1965,a_141,y_1965,hasYear
141_ab_b__king,a_141,a_b_b__king,hasArtist
141_gblues,a_141,g_blues,hasGenre
141_schicago_blues,a_141,s_chicago_blues,hasSubgenre
142_1963,a_142,y_1963,hasYear
142_aphil_spector,a_142,a_phil_spector,hasArtist
142_grock,a_142,g_rock,hasGenre
142_gfunk___soul,a_142,g_funk___soul,hasGenre
142_gpop,a_142,g_pop,hasGenre
142_spop_rock,a_142,s_pop_rock,hasSubgenre
143_1968,a_143,y_1968,hasYear
143_adr__john__the_night_tripper,a_143,a_dr__john__the_night_tripper,hasArtist
143_gjazz,a_143,g_jazz,hasGenre
143_grock,a_143,g_rock,hasGenre
143_gfunk___soul,a_143,g_funk___soul,hasGenre
143_gblues,a_143,g_blues,hasGenre
143_ssoul_jazz,a_143,s_soul_jazz,hasSubgenre
143_slouisiana_blues,a_143,s_louisiana_blues,hasSubgenre
143_sfusion,a_143,s_fusion,hasSubgenre
143_sbayou_funk,a_143,s_bayou_funk,hasSubgenre
144_1988,a_144,y_1988,hasYear
144_an_w_a,a_144,a_n_w_a,hasArtist
144_ghip_hop,a_144,g_hip_hop,hasGenre
144_sgangsta,a_144,s_gangsta,hasSubgenre
145_1977,a_145,y_1977,hasYear
145_asteely_dan,a_145,a_steely_dan,hasArtist
145_gjazz,a_145,g_jazz,hasGenre
145_grock,a_145,g_rock,hasGenre
145_sjazz_rock,a_145,s_jazz_rock,hasSubgenre
145_sclassic_rock,a_145,s_classic_rock,hasSubgenre
146_1967,a_146,y_1967,hasYear
146_ajefferson_airplane,a_146,a_jefferson_airplane,hasArtist
146_grock,a_146,g_rock,hasGenre
146_sfolk_rock,a_146,s_folk_rock,hasSubgenre
146_spsychedelic_rock,a_146,s_psychedelic_rock,hasSubgenre
147_1970,a_147,y_1970,hasYear
147_acrosby__stills__nash___young,a_147,a_crosby__stills__nash___young,hasArtist
147_grock,a_147,g_rock,hasGenre
147_sclassic_rock,a_147,s_classic_rock,hasSubgenre
148_1973,a_148,y_1973,hasYear
148_aled_zeppelin,a_148,a_led_zeppelin,hasArtist
148_grock,a_148,g_rock,hasGenre
148_sclassic_rock,a_148,s_classic_rock,hasSubgenre
149_1969,a_149,y_1969,hasYear
149_asantana,a_149,a_santana,hasArtist
149_grock,a_149,g_rock,hasGenre
149_glatin,a_149,g_latin,hasGenre
149_gfunk___soul,a_149,g_funk___soul,hasGenre
149_safro_cuban,a_149,s_afro_cuban,hasSubgenre
149_spsychedelic_rock,a_149,s_psychedelic_rock,hasSubgenre
150_1978,a_150,y_1978,hasYear
150_abruce_springsteen,a_150,a_bruce_springsteen,hasArtist
150_grock,a_150,g_rock,hasGenre
150_spop_rock,a_150,s_pop_rock,hasSubgenre
151_2004,a_151,y_2004,hasYear
151_aarcade_fire,a_151,a_arcade_fire,hasArtist
151_grock,a_151,g_rock,hasGenre
151_sindie_rock,a_151,s_indie_rock,hasSubgenre
152_1979,a_152,y_1979,hasYear
152_athe_b_52_s,a_152,a_the_b_52_s,hasArtist
152_gelectronic,a_152,g_electronic,hasGenre
152_grock,a_152,g_rock,hasGenre
152_gpop,a_152,g_pop,hasGenre
152_snew_wave,a_152,s_new_wave,hasSubgenre
152_spunk,a_152,s_punk,hasSubgenre
152_smod,a_152,s_mod,hasSubgenre
153_1991,a_153,y_1991,hasYear
153_aa_tribe_called_quest,a_153,a_a_tribe_called_quest,hasArtist
153_ghip_hop,a_153,g_hip_hop,hasGenre
153_sconscious,a_153,s_conscious,hasSubgenre
154_1958,a_154,y_1958,hasYear
154_ahowlin__wolf,a_154,a_howlin__wolf,hasArtist
154_gblues,a_154,g_blues,hasGenre
154_schicago_blues,a_154,s_chicago_blues,hasSubgenre
155_1980,a_155,y_1980,hasYear
155_apretenders,a_155,a_pretenders,hasArtist
155_grock,a_155,g_rock,hasGenre
155_salternative_rock,a_155,s_alternative_rock,hasSubgenre
155_snew_wave,a_155,s_new_wave,hasSubgenre
156_1989,a_156,y_1989,hasYear
156_abeastie_boys,a_156,a_beastie_boys,hasArtist
156_ghip_hop,a_156,g_hip_hop,hasGenre
156_grock,a_156,g_rock,hasGenre
156_gfunk___soul,a_156,g_funk___soul,hasGenre
156_salternative_rock,a_156,s_alternative_rock,hasSubgenre
156_spop_rap,a_156,s_pop_rap,hasSubgenre
156_spsychedelic,a_156,s_psychedelic,hasSubgenre
157_1980,a_157,y_1980,hasYear
157_ajoy_division,a_157,a_joy_division,hasArtist
157_grock,a_157,g_rock,hasGenre
157_spost_punk,a_157,s_post_punk,hasSubgenre
157_snew_wave,a_157,s_new_wave,hasSubgenre
158_1975,a_158,y_1975,hasYear
158_aelton_john,a_158,a_elton_john,hasArtist
158_grock,a_158,g_rock,hasGenre
158_spop_rock,a_158,s_pop_rock,hasSubgenre
158_sclassic_rock,a_158,s_classic_rock,hasSubgenre
159_1975,a_159,y_1975,hasYear
159_akiss,a_159,a_kiss,hasArtist
159_grock,a_159,g_rock,hasGenre
159_shard_rock,a_159,s_hard_rock,hasSubgenre
159_sglam,a_159,s_glam,hasSubgenre
160_1971,a_160,y_1971,hasYear
160_at__rex,a_160,a_t__rex,hasArtist
160_grock,a_160,g_rock,hasGenre
160_sglam,a_160,s_glam,hasSubgenre
160_sclassic_rock,a_160,s_classic_rock,hasSubgenre
161_1968,a_161,y_1968,hasYear
161_aotis_redding,a_161,a_otis_redding,hasArtist
161_gfunk___soul,a_161,g_funk___soul,hasGenre
161_srhythm___blues,a_161,s_rhythm___blues,hasSubgenre
161_ssoul,a_161,s_soul,hasSubgenre
162_1997,a_162,y_1997,hasYear
162_aradiohead,a_162,a_radiohead,hasArtist
162_gelectronic,a_162,g_electronic,hasGenre
162_grock,a_162,g_rock,hasGenre
162_salternative_rock,a_162,s_alternative_rock,hasSubgenre
163_1982,a_163,y_1982,hasYear
163_aprince,a_163,a_prince,hasArtist
163_gfunk___soul,a_163,g_funk___soul,hasGenre
163_gpop,a_163,g_pop,hasGenre
163_snone,a_163,s_none,hasSubgenre
164_2002,a_164,y_2002,hasYear
164_alinda_ronstadt,a_164,a_linda_ronstadt,hasArtist
164_grock,a_164,g_rock,hasGenre
164_gpop,a_164,g_pop,hasGenre
164_ssoft_rock,a_164,s_soft_rock,hasSubgenre
164_spop_rock,a_164,s_pop_rock,hasSubgenre
165_1973,a_165,y_1973,hasYear
165_amarvin_gaye,a_165,a_marvin_gaye,hasArtist
165_gfunk___soul,a_165,g_funk___soul,hasGenre
165_ssoul,a_165,s_soul,hasSubgenre
166_1982,a_166,y_1982,hasYear
166_aelvis_costello___the_attractions,a_166,a_elvis_costello___the_attractions,hasArtist
166_grock,a_166,g_rock,hasGenre
166_salternative_rock,a_166,s_alternative_rock,hasSubgenre
166_snew_wave,a_166,s_new_wave,hasSubgenre
167_1986,a_167,y_1986,hasYear
167_ametallica,a_167,a_metallica,hasArtist
167_grock,a_167,g_rock,hasGenre
167_sthrash,a_167,s_thrash,hasSubgenre
167_sspeed_metal,a_167,s_speed_metal,hasSubgenre
168_1977,a_168,y_1977,hasYear
168_aelvis_costello,a_168,a_elvis_costello,hasArtist
168_grock,a_168,g_rock,hasGenre
168_snew_wave,a_168,s_new_wave,hasSubgenre
168_spop_rock,a_168,s_pop_rock,hasSubgenre
169_1977,a_169,y_1977,hasYear
169_abob_marley___the_wailers,a_169,a_bob_marley___the_wailers,hasArtist
169_greggae,a_169,g_reggae,hasGenre
169_sreggae,a_169,s_reggae,hasSubgenre
169_sroots_reggae,a_169,s_roots_reggae,hasSubgenre
170_1970,a_170,y_1970,hasYear
170_athe_who,a_170,a_the_who,hasArtist
170_grock,a_170,g_rock,hasGenre
170_sclassic_rock,a_170,s_classic_rock,hasSubgenre
170_sblues_rock,a_170,s_blues_rock,hasSubgenre
170_shard_rock,a_170,s_hard_rock,hasSubgenre
171_1968,a_171,y_1968,hasYear
171_athe_byrds,a_171,a_the_byrds,hasArtist
171_grock,a_171,g_rock,hasGenre
171_spsychedelic_rock,a_171,s_psychedelic_rock,hasSubgenre
171_sfolk_rock,a_171,s_folk_rock,hasSubgenre
171_scountry_rock,a_171,s_country_rock,hasSubgenre
171_spop_rock,a_171,s_pop_rock,hasSubgenre
172_1971,a_172,y_1971,hasYear
172_arod_stewart,a_172,a_rod_stewart,hasArtist
172_grock,a_172,g_rock,hasGenre
172_spop_rock,a_172,s_pop_rock,hasSubgenre
173_1972,a_173,y_1972,hasYear
173_atodd_rundgren,a_173,a_todd_rundgren,hasArtist
173_grock,a_173,g_rock,hasGenre
173_spower_pop,a_173,s_power_pop,hasSubgenre
173_spop_rock,a_173,s_pop_rock,hasSubgenre
173_sprog_rock,a_173,s_prog_rock,hasSubgenre
174_1976,a_174,y_1976,hasYear
174_abob_dylan,a_174,a_bob_dylan,hasArtist
174_grock,a_174,g_rock,hasGenre
174_sfolk_rock,a_174,s_folk_rock,hasSubgenre
175_1970,a_175,y_1970,hasYear
175_acarpenters,a_175,a_carpenters,hasArtist
175_grock,a_175,g_rock,hasGenre
175_gpop,a_175,g_pop,hasGenre
175_spop_rock,a_175,s_pop_rock,hasSubgenre
175_svocal,a_175,s_vocal,hasSubgenre
176_1976,a_176,y_1976,hasYear
176_aaerosmith,a_176,a_aerosmith,hasArtist
176_grock,a_176,g_rock,hasGenre
176_shard_rock,a_176,s_hard_rock,hasSubgenre
176_sclassic_rock,a_176,s_classic_rock,hasSubgenre
177_1978,a_177,y_1978,hasYear
177_afunkadelic,a_177,a_funkadelic,hasArtist
177_gfunk___soul,a_177,g_funk___soul,hasGenre
177_sp_funk,a_177,s_p_funk,hasSubgenre
178_1992,a_178,y_1992,hasYear
178_acurtis_mayfield_and_the_impressions,a_178,a_curtis_mayfield_and_the_impressions,hasArtist
178_gfunk___soul,a_178,g_funk___soul,hasGenre
178_srhythm___blues,a_178,s_rhythm___blues,hasSubgenre
178_ssoul,a_178,s_soul,hasSubgenre
178_sfunk,a_178,s_funk,hasSubgenre
179_2001,a_179,y_2001,hasYear
179_aabba,a_179,a_abba,hasArtist
179_gelectronic,a_179,g_electronic,hasGenre
179_gpop,a_179,g_pop,hasGenre
179_seuropop,a_179,s_europop,hasSubgenre
179_ssynth_pop,a_179,s_synth_pop,hasSubgenre
179_sdisco,a_179,s_disco,hasSubgenre
180_1965,a_180,y_1965,hasYear
180_athe_rolling_stones,a_180,a_the_rolling_stones,hasArtist
180_grock,a_180,g_rock,hasGenre
180_gblues,a_180,g_blues,hasGenre
180_gpop,a_180,g_pop,hasGenre
180_spop_rock,a_180,s_pop_rock,hasSubgenre
180_srhythm___blues,a_180,s_rhythm___blues,hasSubgenre
180_srock___roll,a_180,s_rock___roll,hasSubgenre
181_1974,a_181,y_1974,hasYear
181_abob_marley___the_wailers,a_181,a_bob_marley___the_wailers,hasArtist
181_greggae,a_181,g_reggae,hasGenre
181_sreggae,a_181,s_reggae,hasSubgenre
181_sroots_reggae,a_181,s_roots_reggae,hasSubgenre
182_1975,a_182,y_1975,hasYear
182_afleetwood_mac,a_182,a_fleetwood_mac,hasArtist
182_grock,a_182,g_rock,hasGenre
182_gpop,a_182,g_pop,hasGenre
182_sfolk_rock,a_182,s_folk_rock,hasSubgenre
182_spop_rock,a_182,s_pop_rock,hasSubgenre
183_1975,a_183,y_1975,hasYear
183_awillie_nelson,a_183,a_willie_nelson,hasArtist
183_gfolk,a_183,g_folk,hasGenre
183_gworld,a_183,g_world,hasGenre
183_g__country,a_183,g___country,hasGenre
183_scountry,a_183,s_country,hasSubgenre
184_1990,a_184,y_1990,hasYear
184_amadonna,a_184,a_madonna,hasArtist
184_gelectronic,a_184,g_electronic,hasGenre
184_gpop,a_184,g_pop,hasGenre
184_ssynth_pop,a_184,s_synth_pop,hasSubgenre
185_1969,a_185,y_1969,hasYear
185_athe_stooges,a_185,a_the_stooges,hasArtist
185_grock,a_185,g_rock,hasGenre
185_sgarage_rock,a_185,s_garage_rock,hasSubgenre
185_spunk,a_185,s_punk,hasSubgenre
186_1973,a_186,y_1973,hasYear
186_asly___the_family_stone,a_186,a_sly___the_family_stone,hasArtist
186_gfunk___soul,a_186,g_funk___soul,hasGenre
186_srhythm___blues,a_186,s_rhythm___blues,hasSubgenre
186_sfunk,a_186,s_funk,hasSubgenre
187_1986,a_187,y_1986,hasYear
187_apeter_gabriel,a_187,a_peter_gabriel,hasArtist
187_gelectronic,a_187,g_electronic,hasGenre
187_grock,a_187,g_rock,hasGenre
187_gfunk___soul,a_187,g_funk___soul,hasGenre
187_gpop,a_187,g_pop,hasGenre
187_sart_rock,a_187,s_art_rock,hasSubgenre
187_spop_rock,a_187,s_pop_rock,hasSubgenre
187_ssynth_pop,a_187,s_synth_pop,hasSubgenre
187_sfunk,a_187,s_funk,hasSubgenre
188_1967,a_188,y_1967,hasYear
188_abuffalo_springfield,a_188,a_buffalo_springfield,hasArtist
188_grock,a_188,g_rock,hasGenre
188_gpop,a_188,g_pop,hasGenre
188_scountry_rock,a_188,s_country_rock,hasSubgenre
189_1969,a_189,y_1969,hasYear
189_aquicksilver_messenger_service,a_189,a_quicksilver_messenger_service,hasArtist
189_grock,a_189,g_rock,hasGenre
189_sacid_rock,a_189,s_acid_rock,hasSubgenre
189_spsychedelic_rock,a_189,s_psychedelic_rock,hasSubgenre
190_1969,a_190,y_1969,hasYear
190_aelvis_presley,a_190,a_elvis_presley,hasArtist
190_grock,a_190,g_rock,hasGenre
190_gfunk___soul,a_190,g_funk___soul,hasGenre
190_gfolk,a_190,g_folk,hasGenre
190_gworld,a_190,g_world,hasGenre
190_g__country,a_190,g___country,hasGenre
190_scountry,a_190,s_country,hasSubgenre
190_ssoul,a_190,s_soul,hasSubgenre
191_1970,a_191,y_1970,hasYear
191_athe_stooges,a_191,a_the_stooges,hasArtist
191_grock,a_191,g_rock,hasGenre
191_sgarage_rock,a_191,s_garage_rock,hasSubgenre
191_spunk,a_191,s_punk,hasSubgenre
192_1969,a_192,y_1969,hasYear
192_athe_flying_burrito_brothers,a_192,a_the_flying_burrito_brothers,hasArtist
192_grock,a_192,g_rock,hasGenre
192_gfolk,a_192,g_folk,hasGenre
192_gworld,a_192,g_world,hasGenre
192_g__country,a_192,g___country,hasGenre
192_scountry_rock,a_192,s_country_rock,hasSubgenre
193_1994,a_193,y_1994,hasYear
193_agreen_day,a_193,a_green_day,hasArtist
193_grock,a_193,g_rock,hasGenre
193_salternative_rock,a_193,s_alternative_rock,hasSubgenre
193_spop_punk,a_193,s_pop_punk,hasSubgenre
193_spunk,a_193,s_punk,hasSubgenre
194_1972,a_194,y_1972,hasYear
194_alou_reed,a_194,a_lou_reed,hasArtist
194_grock,a_194,g_rock,hasGenre
194_sglam,a_194,s_glam,hasSubgenre
195_1966,a_195,y_1966,hasYear
195_ajohn_mayall___the_bluesbreakers,a_195,a_john_mayall___the_bluesbreakers,hasArtist
195_grock,a_195,g_rock,hasGenre
195_gblues,a_195,g_blues,hasGenre
195_sblues_rock,a_195,s_blues_rock,hasSubgenre
195_selectric_blues,a_195,s_electric_blues,hasSubgenre
195_sharmonica_blues,a_195,s_harmonica_blues,hasSubgenre
196_1998,a_196,y_1998,hasYear
196_avarious_artists,a_196,a_various_artists,hasArtist
196_grock,a_196,g_rock,hasGenre
196_sgarage_rock,a_196,s_garage_rock,hasSubgenre
196_spsychedelic_rock,a_196,s_psychedelic_rock,hasSubgenre
197_1983,a_197,y_1983,hasYear
197_ar_e_m_,a_197,a_r_e_m_,hasArtist
197_grock,a_197,g_rock,hasGenre
197_salternative_rock,a_197,s_alternative_rock,hasSubgenre
198_1967,a_198,y_1967,hasYear
198_alittle_walter,a_198,a_little_walter,hasArtist
198_gblues,a_198,g_blues,hasGenre
198_schicago_blues,a_198,s_chicago_blues,hasSubgenre
199_2001,a_199,y_2001,hasYear
199_athe_strokes,a_199,a_the_strokes,hasArtist
199_grock,a_199,g_rock,hasGenre
199_sindie_rock,a_199,s_indie_rock,hasSubgenre
200_1979,a_200,y_1979,hasYear
200_aac_dc,a_200,a_ac_dc,hasArtist
200_grock,a_200,g_rock,hasGenre
200_shard_rock,a_200,s_hard_rock,hasSubgenre
201_1994,a_201,y_1994,hasYear
201_anine_inch_nails,a_201,a_nine_inch_nails,hasArtist
201_gelectronic,a_201,g_electronic,hasGenre
201_grock,a_201,g_rock,hasGenre
201_sindustrial,a_201,s_industrial,hasSubgenre
202_1966,a_202,y_1966,hasYear
202_asimon___garfunkel,a_202,a_simon___garfunkel,hasArtist
202_grock,a_202,g_rock,hasGenre
202_gpop,a_202,g_pop,hasGenre
202_gfolk,a_202,g_folk,hasGenre
202_gworld,a_202,g_world,hasGenre
202_g__country,a_202,g___country,hasGenre
202_sfolk_rock,a_202,s_folk_rock,hasSubgenre
202_spop_rock,a_202,s_pop_rock,hasSubgenre
203_1987,a_203,y_1987,hasYear
203_amichael_jackson,a_203,a_michael_jackson,hasArtist
203_gfunk___soul,a_203,g_funk___soul,hasGenre
203_gpop,a_203,g_pop,hasGenre
203_spop_rock,a_203,s_pop_rock,hasSubgenre
203_sballad,a_203,s_ballad,hasSubgenre
203_sfunk,a_203,s_funk,hasSubgenre
203_ssoul,a_203,s_soul,hasSubgenre
204_2006,a_204,y_2006,hasYear
204_abob_dylan,a_204,a_bob_dylan,hasArtist
204_grock,a_204,g_rock,hasGenre
204_sblues_rock,a_204,s_blues_rock,hasSubgenre
204_sfolk_rock,a_204,s_folk_rock,hasSubgenre
205_1968,a_205,y_1968,hasYear
205_acream,a_205,a_cream,hasArtist
205_grock,a_205,g_rock,hasGenre
